goal,level,gender,Equipment Required,Day 1 Body Parts,Day 2 Body Parts,Day 3 Body Parts,Day 4 Body Parts,Day 5 Body Parts,Day 6 Body Parts,Day 7 Body Parts
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","upper arms, upper arms, lower arms, upper arms, -, chest, shoulders, shoulders, lower arms, upper arms, -, -, chest, -, waist, upper legs, waist","shoulders, shoulders, -, chest, upper arms, upper arms, back, back, -","-, upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist, waist","upper arms, upper arms, lower arms, upper arms, -, chest, shoulders, shoulders, lower arms, upper arms, -, -, chest, -, waist, upper legs, waist","shoulders, shoulders, -, chest, upper arms, upper arms, back, back, -","-, upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist, waist","upper arms, upper arms, lower arms, upper arms, -, chest, shoulders, shoulders, lower arms, upper arms, -, -, chest, -, waist, upper legs, waist"
Gain Muscle,Advanced,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","chest, chest, chest, chest, waist, waist, waist, chest, chest","back, back, back, back, back, upper legs, lower legs, waist, waist, waist","upper legs, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, upper arms, upper arms, waist, -","shoulders, shoulders, shoulders, back, back, shoulders, -, waist, waist, waist, waist, waist","chest, chest, chest, chest, waist, waist, waist, chest, chest","back, back, back, back, back, upper legs, lower legs, waist, waist, waist"
Gain Muscle,Intermediate,Male,"Barbell, Bodyweight, Cables, Dumbbells, Machines, Other","chest, chest, chest, chest","back, back, chest, back, upper legs","upper legs, lower legs, -, upper legs, lower legs, upper legs, upper legs, upper legs","shoulders, shoulders, shoulders, shoulders, waist, waist, -","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, lower arms, upper arms","chest, chest, chest, chest","back, back, chest, back, upper legs"
Gain Muscle,Beginner,Male,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, chest, chest, chest, back, back, shoulders, back","upper legs, lower legs, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms, waist, waist","upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, chest, chest, chest, back, back, chest, back","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, chest, chest, chest, back, back, shoulders, back","upper legs, lower legs, lower arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, upper arms, upper arms, waist, waist","upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, chest, chest, chest, back, back, chest, back","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, chest, chest, chest, back, back, shoulders, back"
Increase Strength,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, lower arms, upper arms","back, chest, back, back, shoulders","upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms","shoulders, back, back, back, chest","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, shoulders, shoulders","upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, lower arms, upper arms","back, chest, back, back, shoulders"
Get Fitter,Beginner,Male & Female,"Barbell, Bodyweight, Dumbbells, Other","upper legs, upper legs, back, back, chest, -, lower arms, upper arms","upper legs, lower legs, upper legs, back, back, chest, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, back, back, shoulders, upper legs, lower arms, upper arms","upper legs, upper legs, back, back, chest, -, lower arms, upper arms","upper legs, lower legs, upper legs, back, back, chest, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, back, back, shoulders, upper legs, lower arms, upper arms","upper legs, upper legs, back, back, chest, -, lower arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Dumbbells, Machines","chest, back, shoulders, upper arms, upper arms, upper legs, lower arms, upper arms","chest, back, back, upper arms, upper arms, upper legs, lower legs, waist","back, shoulders, upper arms, upper arms, upper legs, upper legs, lower legs","chest, back, shoulders, upper arms, upper arms, upper legs, lower arms, upper arms","chest, back, back, upper arms, upper arms, upper legs, lower legs, waist","back, shoulders, upper arms, upper arms, upper legs, upper legs, lower legs","chest, back, shoulders, upper arms, upper arms, upper legs, lower arms, upper arms"
 Lose Weight,Beginner,Male,"Bodyweight, Dumbbells, Other","upper arms, upper arms, back, upper legs, waist, upper legs","upper arms, upper arms, back, -, -, waist","back, -, -, upper legs, upper legs","back, -, -, -, waist","upper arms, upper arms, back, upper legs, waist, upper legs","upper arms, upper arms, back, -, -, waist","back, -, -, upper legs, upper legs"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","-, chest, chest, -, chest, chest, -, chest, chest, shoulders, -, shoulders, shoulders, -, shoulders, shoulders, -, back, shoulders","-, back, back, -, -, back, -, back, upper arms, upper arms, -, upper arms, upper arms, -, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms","-, upper legs, upper legs, upper legs, upper legs, lower legs, -","-, chest, chest, chest, shoulders, shoulders, shoulders, back","-, back, -, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, lower arms, upper arms, upper legs, lower legs, upper legs","-, chest, chest, -, chest, chest, -, chest, chest, shoulders, -, shoulders, shoulders, -, shoulders, shoulders, -, back, shoulders"
Gain Muscle,Intermediate,Male,"Barbell, Bodyweight, Cables, Dumbbells, Machines","chest, chest, back, back, shoulders, waist","upper legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms","chest, shoulders, back, upper legs, back, waist","upper legs, lower legs, upper legs, upper legs, lower legs, upper legs, lower arms, upper arms","back, upper arms, upper arms, back, shoulders, back, waist","chest, chest, back, back, shoulders, waist","upper legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines, Other","chest, chest, shoulders, upper legs, upper legs, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, back, back, shoulders, lower arms, upper arms","shoulders, chest, upper legs, upper arms, upper arms, upper arms, upper arms","-, upper legs, back, upper arms, upper arms, lower arms, upper arms","chest, chest, shoulders, upper legs, upper legs, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, back, back, shoulders, lower arms, upper arms","shoulders, chest, upper legs, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Dumbbells, EZ Bar, Machines","upper legs, upper legs, upper legs, lower arms, upper arms","upper arms, upper arms, back, chest, back, upper arms, upper arms","upper legs, lower legs, upper legs, -, back","back, chest, back, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, upper legs, lower arms, upper arms","upper arms, upper arms, back, chest, back, upper arms, upper arms","upper legs, lower legs, upper legs, -, back"
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, Machines","-, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms","-, back, back, back, back, upper arms, upper arms, upper arms, upper arms","-, shoulders, shoulders, shoulders, shoulders, back, back","-, upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms","-, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms","-, back, back, back, back, upper arms, upper arms, upper arms, upper arms","-, shoulders, shoulders, shoulders, shoulders, back, back"
Gain Muscle,Beginner,Male & Female,"Barbell, Dumbbells","chest, chest, chest, chest, chest, chest","shoulders, shoulders, shoulders, back, shoulders, back","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms","back, upper legs, lower legs, back, back, back, chest","upper legs, upper legs, -, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","waist, -, waist, waist","chest, upper legs, lower legs, shoulders, chest, chest, back"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","upper legs, lower legs, back, -, back, back, back, -, upper legs","chest, upper arms, upper arms, upper arms, upper arms, -, waist","upper legs, upper legs, upper legs, -, -","shoulders, shoulders, shoulders, shoulders, back, upper arms, upper arms, upper arms, upper arms, back, upper arms, upper arms, upper arms, upper arms, back","upper legs, lower legs, back, -, back, back, back, -, upper legs","chest, upper arms, upper arms, upper arms, upper arms, -, waist","upper legs, upper legs, upper legs, -, -"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","-, upper legs, lower legs, shoulders, back, -, back, back, back","-, upper legs, lower legs, shoulders, back, -, back, back, back","-, upper legs, lower legs, shoulders, back, -, back, back, back","-, upper legs, lower legs, shoulders, back, -, back, back, back","-, upper legs, lower legs, shoulders, back, -, back, back, back",,
Gain Muscle,Intermediate,Male & Female,"Dumbbells, Machines, Other","back, -, back, chest, upper legs","back, -, back, chest, upper legs","back, -, back, chest, upper legs","back, -, back, chest, upper legs","back, -, back, chest, upper legs",,
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","back, back, back, back","back, chest, back, -","back, back, back, back","back, chest, back, -","back, back, back, back","back, chest, back, -","back, back, back, back"
Increase Strength,Intermediate,Male & Female,"Barbell, Machines","-, upper legs, lower legs, -","-, upper legs, lower legs, -","back, upper legs, lower legs",,,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","upper legs, lower legs, back, back, back, back, back, back, back","upper legs, lower legs, back, back, back, back, back, back, back","upper legs, lower legs, back, back, back, back, back, back, back","upper legs, lower legs, back, back, back, back, back, back, back","upper legs, lower legs, back, back, back, back, back, back, back","upper legs, lower legs, back, back, back, back, back, back, back","upper legs, lower legs, back, back, back, back, back, back, back"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","upper legs, lower legs, -, back, back, back, back, lower arms, upper arms, -","back, back, back, back, back, back, waist","upper legs, lower legs, -, back, back, back, back, lower arms, upper arms, -","back, back, back, back, back, back, waist","upper legs, lower legs, -, back, back, back, back, lower arms, upper arms, -","back, back, back, back, back, back, waist","upper legs, lower legs, -, back, back, back, back, lower arms, upper arms, -"
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells","-, back, -, back, back","-, back, back, -, back","-, back, -, back, back","-, back, back, -, back","-, back, -, back, back","-, back, back, -, back","-, back, -, back, back"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","-, upper legs, lower legs, back, back, back","-, -, back, back, back","-, -, back, back, back","-, upper legs, lower legs, back, back, back","-, -, back, back, back","-, -, back, back, back","-, upper legs, lower legs, back, back, back"
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells","shoulders, shoulders","upper arms, upper arms, upper arms, upper arms","shoulders, shoulders","shoulders, shoulders",,,
Gain Muscle,Beginner,Male & Female,"Cables, Dumbbells, Machines","-, back, back, back","-, back, back, back","-, back, back, back","-, back, back, back",,,
Gain Muscle,Advanced,Male,"Barbell, Cables, Machines, Other","-, upper legs, lower legs, back, back, back","-, upper legs, lower legs, back, back, back","-, upper legs, lower legs, back, back, back","-, upper legs, lower legs, back, back, back",,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables","-, back, back, back","-, back, back, back, back","-, back, back, back, back","-, back, back, back","-, back, back, back","-, back, back, back, back","-, back, back, back, back"
Gain Muscle,Beginner,Male & Female,"Bodyweight, Cables, Dumbbells, Machines","back, back, back, back, back, back","upper arms, upper arms, upper arms, upper arms, back, back, back, back","upper arms, upper arms, upper arms, upper arms, back, back, back, back",,,,
Gain Muscle,Intermediate,Male & Female,"Barbell, Cables, Dumbbells, Machines","back, back, back, back, upper legs, lower legs, upper legs","-, upper legs, back, back, back, back","back, back, back, back, upper legs, -","upper legs, -, back, back, back, back","back, back, back, back, upper legs, lower legs, upper legs","-, upper legs, back, back, back, back","back, back, back, back, upper legs, -"
